artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[新聞]《魷魚遊戲》嚴重出包！名片上電話是真,2021/09/23,11:27:07,https://www.ptt.cc/bbs/Gossiping/M.1632396433.A.4B1.html,kukulee,Gossiping,195,139,6,"1.媒體來源: ETtoday


2.記者署名: 吳睿慈


3.完整新聞標題:


《魷魚遊戲》嚴重出包！名片上電話是真的　苦主氣炸：24小時狂響


4.完整新聞內文:

南韓人氣劇集《魷魚遊戲》正在熱播，劇中角色以收到名片的方式，打電話表達想要參與
遊戲的意願，怎料戲劇製作組出包，在第一集裡出現的名片電話，竟是真實存在的號碼，
該位苦主23日接受訪問，崩潰直呼：「手機跟訊息24小時不停在響。」對此，Netflix內
部相關人士僅低調回應，證實確有此事。

《魷魚遊戲》第一集裡曾出現類似「邀請函」的名片，上面留有一支電話號碼，讓參賽者
傳達參加的意願，怎料，該支電話號碼竟真實存在，苦主A於23日接受訪問，相當崩潰地
表示：「自從《魷魚遊戲》播出後，我的日常生活嚴重受擾，手機跟訊息24小時不停在響
，這支號碼我已經用了10年了，感到非常荒唐！」光是最近刪除的號碼就有4000多個，「
太多人因為好奇而來電，甚至毫無概念地不分晝夜打來，手機是放在那邊就會響到沒電的
程度。」

除了手機來電，也有幾位善心人士傳訊告訴他「你的號碼在《魷魚遊戲》第一、二集流出
了，第一集約23分44秒的部分有播出」，苦主A才因此發現自己的手機號碼竟被放到戲劇裡，受害者的語氣透露出滿滿無奈感，對
此，Netflix內部相關人士僅低調回應：「現在Netflix與Siren Pictures有認知到嚴重性
，正在努力解決問題。」

《魷魚遊戲》是南韓首部以生存競賽為主題的劇集，故事主軸為456位參賽者接續挑戰6個
童年遊戲，最終獲勝的人可以抱走456億獎金，但過程險惡、一不小心就會喪失生命，在
海內、外擁有高人氣。

5.完整新聞連結 (或短網址):
https://star.ettoday.net/news/2085827"
[問卦]魷魚遊戲的糖餅還能怎麼過?,2021/09/23,12:01:03,https://www.ptt.cc/bbs/Gossiping/M.1632398465.A.8EB.html,coga4712,Gossiping,9,4,1,"大家應該都看完魷魚遊戲了

雖然主角最後是用機智過了這關

但如果禁止用口水的話

又剛好選上複雜的圖型

484在這關就應該被淘汰了呢?


糖餅這關選到魔王的還有解嘛?"
[問卦]塔綠班聖蟑士參加魷魚遊戲會玩到第幾關？,2021/09/23,12:11:06,https://www.ptt.cc/bbs/Gossiping/M.1632399068.A.573.html,starfishfish,Gossiping,11,4,2,"餓死抬頭啦！

最近很紅的魷魚遊戲剛剛看完
發現裡面一堆會讓人死的遊戲...然後給變態無聊的有錢人無聊下注用
跟給開司一罐啤酒的那部有87趴像

最後一個贏的可以拿到所有人人數乘以1億韓元的獎金


如果網路上驍勇善戰的塔綠班聖蟑士參加的話
會到第幾關？

是123木頭人嗎？還是最終的魷魚遊戲然後回來看孔劉打巴掌啊？



"
[問卦]魷魚遊戲男主地鐵玩的遊戲,2021/09/23,12:17:23,https://www.ptt.cc/bbs/Gossiping/M.1632399445.A.09C.html,oldmangoes,Gossiping,22,8,3,"如題

請問大家知道魷魚遊戲

一開始男主角在地鐵跟孔由玩的遊戲

正式名稱是什麼嗎？


這個遊戲的技巧是什麼？

怎麼折？

求解

Sent from
BePTT
on my Samsung SM-A426B
"
[問卦]魏德聖會怎麼拍魷魚遊戲???,2021/09/23,12:19:15,https://www.ptt.cc/bbs/Gossiping/M.1632399558.A.41D.html,ahw12000,Gossiping,20,8,0,"我酸民肥宅啦

魏導魏德聖 拍片最重視場景
好像說過啥啥 有場景 可以讓演員更投入之類的話


魷魚遊戲整部除了那座島之外 好像沒啥巨大場景
而且場景拍完就拆很可惜
如果讓魏導來拍魷魚遊戲


他484會打造一個魷魚遊戲樂園
把狙擊槍木頭人 高空拔河 高空玻璃 彈珠小鎮 都蓋一座真實的出來
然後讓民眾可以買票去體驗呢???


而且魷魚要更在地化一點
改名叫做 透抽遊戲 聽起來484很有台灣價值呢?
https://i.imgur.com/G4GWAfp.jpg
https://i.imgur.com/0kWJaFi.jpg
https://i.imgur.com/rA7hjDn.jpg
魏德聖到底會怎麼拍魷魚遊戲?

有沒有這方面的八卦???
力宏來 你講看麥
"
[問卦]魷魚遊戲1號老人為何投反對票?,2021/09/23,14:45:46,https://www.ptt.cc/bbs/Gossiping/M.1632408348.A.2CC.html,rs6677,Gossiping,61,21,16,"第一個遊戲完後
201位投票要不要繼續玩下去
投到最後100繼續玩 VS 100不玩了
老人最後一個投票
老人投反對票房100VS101
但最後結局那老人原來是主辦人啊
主辦人自己投不玩了
這邏輯不對吧？
魷魚遊戲1號老人為何投反對票?

"
[問卦]魷魚遊戲如果找其他人來誰贏,2021/09/23,15:16:14,https://www.ptt.cc/bbs/Gossiping/M.1632410176.A.B58.html,timcheng78,Gossiping,18,10,2,"乳題
如果找這幾個
1.秋山深一
2.戶田惠梨香
3.福永
4.橫屋
5.開司
6.利根川
這幾個遊戲高手
誰會贏到最後？
"
[問卦]魷魚遊戲是不是贏在Netflix,2021/09/23,15:24:20,https://www.ptt.cc/bbs/Gossiping/M.1632410663.A.D52.html,blueskymaple,Gossiping,12,6,0,"都是在玩遊戲倒不如讓開司去玩
魷魚遊戲是不是贏在尊絕不凡的網飛
有沒有平台很重要的八卦啊
"
[問卦]魷魚遊戲為什麼要露點打炮?,2021/09/23,16:08:11,https://www.ptt.cc/bbs/Gossiping/M.1632413294.A.66F.html,seabox,Gossiping,25,12,3,"剛剛看到第四集中間

那個流氓跟大姊在廁所做愛 大姊還露點

為什麼要拍那段

有什麼意義?
"
[問卦]魷魚遊戲的椪糖關卡那個最好過啊？,2021/09/23,16:14:38,https://www.ptt.cc/bbs/Gossiping/M.1632413680.A.94D.html,starfishfish,Gossiping,16,5,2,"魷魚遊戲第二關的椪糖關卡
要在10分鐘內內把椪糖的圖案拆下來並且不能破掉
破掉或時間內沒完成都算失敗就GG


下面這幾個圖案哪個最好過啊？
https://i.imgur.com/nQXW6nL.jpg
https://i.imgur.com/cBENf3U.jpg
https://i.imgur.com/TbF3qOs.jpg
有掛嗎？
https://i.imgur.com/gCPH084.jpg
https://i.imgur.com/ieBRAiX.jpg
啊斯~
你還沒看嗎？"
[問卦]欸八卦怎麼都瘋一些奇怪的劇啊？,2021/09/23,16:26:32,https://www.ptt.cc/bbs/Gossiping/M.1632414394.A.B29.html,Dinenger,Gossiping,13,4,3,"以前是瘋與惡
批評還會被酸不懂看不懂

前陣子在洗斯卡羅
一開始好像很潮
一堆人跟著發
然後
就爛尾被嘴爆了

現在又在講什麼魷魚遊戲
我看八成又是糞吧？

你們覺得呢？


既然最後結果都是看糞劇
為何不一開始就看玩命關頭呢？

至少看得爽
不用動腦

＝ ＝"
Re:[問卦]欸八卦怎麼都瘋一些奇怪的劇啊？,2021/09/23,16:29:29,https://www.ptt.cc/bbs/Gossiping/M.1632414572.A.2D0.html,songgood,Gossiping,1,1,0,"魷魚遊戲
結局孔劉不是坐火車走
覺得很像就是接屍速列車
如果這樣想原來魷魚遊戲
是屍速列車前傳啊"
[問卦]台灣自豪有創作自由能拍出魷魚遊戲嗎?,2021/09/23,17:19:35,https://www.ptt.cc/bbs/Gossiping/M.1632417577.A.79D.html,ivorysoap,Gossiping,32,8,3,"台灣自豪有創作自由 能拍出魷魚遊戲嗎?

先說 有人說魷魚遊戲抄日本動漫 我是不覺得啦
不能說日本人玩123木頭人 魷魚遊戲也是 就說是抄吧?
其它劇情根本完全不一樣
套句
星爺對破壞之王的評語  最初靈感是來自漫畫破壞王沒錯
但電影劇情根本跟漫畫沒有關係好嗎？

而且日本的類似死亡GAME的題材
除了今際之國外 其它根本設定空泛 為殺人而GAME
哪像魷魚遊戲前頭的鋪陳夠多 所有的重要角色都有交代不得不參加的理由。


ANY WAY

同樣都有上網飛

台灣 能拍出魷魚遊戲嗎?

如果台灣的電視劇也能拍一堆台灣明星跟雜魚被花式爆頭
應該可以看得更過癮不是嗎?

這種題材根本也不用什麼電腦動畫大成本不是嗎?

有八卦嗎?

"
[問卦]魷魚遊戲的北韓扒手女是不是很正,2021/09/23,17:58:29,https://www.ptt.cc/bbs/Gossiping/M.1632419911.A.4F8.html,hmenri,Gossiping,22,12,4,"好讚哦



長得很可愛

也滿厲害的，狠起來很猛

拿咖啡那一幕第一眼看到就知道是可愛女生

有相關的八卦嗎
"
[問卦]館長來主辦魷魚遊戲會怎樣,2021/09/24,03:23:01,https://www.ptt.cc/bbs/Gossiping/M.1632453783.A.F15.html,subcrew,Gossiping,25,13,1,"如題

館長陳之漢 主辦過蠻多比賽的

如果魷魚遊戲是由館長來主辦

會怎樣嗎

有卦嗎
"
[問卦]魷魚456億怎麼算的,2021/09/24,05:35:02,https://www.ptt.cc/bbs/Gossiping/M.1632461704.A.FFC.html,fabienryan,Gossiping,28,6,2,"是否有專板
本板並非萬能問板
兩則
本看板嚴格禁止政治問卦
未滿30繁體中文字水桶3個月，嚴重者以鬧板論
午安大家好

看完了魷魚遊戲
因為數學不好所以問一下大家
最後贏的人不是應該是455億嗎
怎麼算的會是456億

感謝大家

-
Sent from JPTT on my Samsung SM-G965F.
"
[問卦]魷魚遊戲在現實世界的可行性?,2021/09/24,07:22:41,https://www.ptt.cc/bbs/Gossiping/M.1632468163.A.570.html,G888888,Gossiping,64,16,1,"如題啦

如果在現實世界中要舉辦魷魚遊戲

從影集裡面看起來

例如獎金來源不知道

只有那個老頭 還每年都能辦？！

如果拉贊助商能有什麼好處

又不能公開 沒有宣傳效果

主辦單位的獲利來源是什麼 除了賭金

而且才來幾個vip

不知道賭金夠不夠賺 說不定還會賠錢

各位 你覺得這個活動可行性高嗎
"
[問卦]魷魚遊戲是啥很屌嗎??,2021/09/24,07:52:26,https://www.ptt.cc/bbs/Gossiping/M.1632469948.A.FF2.html,TWipc,Gossiping,17,3,3,"如提
剛剛有個妹子叫我去看這齣韓劇
說甚麼很好看 在美國netflix排名還是第一名

啊我去看了一下預告
https://youtu.be/x_7gXc-xCJk
幹 阿這感覺很像賭博默示錄阿 只差沒有帝愛集團和開司吧
而且那個木頭人開槍殺人感覺很有日本風格ㄟ
阿韓國拍這齣劇拿美國netflix的第一名
這樣是有很屌嗎 有卦嗎
"
Re:[問卦]魷魚遊戲在現實世界的可行性?,2021/09/24,07:53:34,https://www.ptt.cc/bbs/Gossiping/M.1632470016.A.D94.html,hawick,Gossiping,1,1,0,"你不知道賣器官是暴利嗎?
除了第一關掃射身體爛掉以外
全身新鮮的內臟在黑市再高價都有人要買
所以中國都沒有在擔心破產的
"
[新聞]《魷魚遊戲》嚴重出包！名片上電話是真的,2021/09/24,09:15:26,https://www.ptt.cc/bbs/Gossiping/M.1632474929.A.646.html,tatty5566,Gossiping,44,33,0,"《魷魚遊戲》嚴重出包！名片上電話是真的　苦主氣炸：24小時狂響
https://tinyl.io/4pzb
記者吳睿慈／綜合報導

南韓人氣劇集《魷魚遊戲》正在熱播，劇中角色以收到名片的方式，打電話表達想要參與
遊戲的意願，怎料戲劇製作組出包，在第一集裡出現的名片電話，竟是真實存在的號碼，
該位苦主23日接受訪問，崩潰直呼：「手機跟訊息24小時不停在響。」對此，Netflix內
部相關人士僅低調回應，證實確有此事。

《魷魚遊戲》第一集裡曾出現類似「邀請函」的名片，上面留有一支電話號碼，讓參賽者
傳達參加的意願，怎料，該支電話號碼竟真實存在，苦主A於23日接受訪問，相當崩潰地
表示：「自從《魷魚遊戲》播出後，我的日常生活嚴重受擾，手機跟訊息24小時不停在響
，這支號碼我已經用了10年了，感到非常荒唐！」光是最近刪除的號碼就有4000多個，「
太多人因為好奇而來電，甚至毫無概念地不分晝夜打來，手機是放在那邊就會響到沒電的
程度。」

除了手機來電，也有幾位善心人士傳訊告訴他「你的號碼在《魷魚遊戲》第一、二集流出
了，第一集約23分44秒的部分有播v，苦主A才因此發現自己的手機號碼竟被放到戲劇
裡，受害者的語氣透露出滿滿無奈感，對此，Netflix內部相關人士僅低調回應：「現在
Netflix與Siren Pictures有認知到嚴重性，正在努力解決問題。」

《魷魚遊戲》是南韓首部以生存競賽為主題的劇集，故事主軸為456位參賽者接續挑戰6個
童年遊戲，最終獲勝的人可以抱走456億獎金，但過程險惡、一不小心就會喪失生命，在
海內、外擁有高人氣。
"
[問卦]有戴姿穎的雙胞胎鄭浩妍的八卦嗎?,2021/09/24,09:31:02,https://www.ptt.cc/bbs/Gossiping/M.1632475864.A.7FA.html,takuminauki,Gossiping,26,6,10,"戴資穎戴姿穎第一名
戴...

沒想到我們奧運銀牌戴選手
不但球技一流
還有個南韓雙胞胎
藝名鄭浩妍

也就是魷魚遊戲的脫北美女姜曉
大家覺得跟戴選手有多像?
https://imgur.com/2o7ogpB.jpg
https://imgur.com/aaULHsF.jpg
https://imgur.com/LgDcpPG.jpg"
[問卦]魷魚遊戲玩彈珠前，1號老人在想什麼,2021/09/24,09:41:32,https://www.ptt.cc/bbs/Gossiping/M.1632476494.A.6E7.html,zakijudelo,Gossiping,77,27,5,"(以下有劇透，不喜誤看)










就在玩完拔河後
下一場遊戲大家也都繼續朝著尋找壯男或靈活的人的方向來組隊
然而實際上卻是讓組隊的人互相殘殺的打彈珠
這點1號老人應該早就清楚
如果沒人找他組
最後應該能像那個韓美女一樣躺著過關
沒想到主角竟然選了他
還害他提早退賽……

好奇這老人中間的心境轉折是怎樣呢？
"
[問卦]鬥智遊戲影片，那個才是top,2021/09/24,10:03:02,https://www.ptt.cc/bbs/Gossiping/M.1632477784.A.B22.html,popo123456,Gossiping,51,29,1,"最近魷魚遊戲很紅，日本之前就一堆鬥智遊戲類影片，那個才是top啊，有卦嗎？

Ex: 賭博默示錄、詐欺遊戲、朋友遊戲、狂賭之淵、聽神明的話…

-
Sent from JPTT on my iPhone
"
[問卦]魷魚遊戲的拔河技巧是唬爛的吧？,2021/09/24,10:50:14,https://www.ptt.cc/bbs/Gossiping/M.1632480616.A.D2F.html,Ztyab,Gossiping,13,6,3,"阿北是不是在唬爛？

說要分開站在繩子兩邊。

可是我看YouTube 的拔河比賽

專業的都站在同一邊欸...
https://youtu.be/c3U7dhwjNoo
再問拔河比賽，真的可以往前3步讓對面跌倒

再把對方拉過來嗎？可以用這種賤招嗎？
"
[問卦]設計虱目魚遊戲，可以得到補助嗎？,2021/09/24,11:25:20,https://www.ptt.cc/bbs/Gossiping/M.1632482724.A.486.html,sole772pk37,Gossiping,12,6,1,"最近那個魷魚遊戲很紅

我就在想ㄚ

文化部不是很喜歡補助

那我就設計一個大地遊戲

地點在台南

叫虱目魚遊戲

只要參加的

不會沒命 還有機會會得一年份的虱目魚

或是最新哀鳳和特斯拉等等

這樣可以宣傳台南的虱目魚

又可以讓世界看到台灣

請問這樣有機會得到補助嗎？

:o
"
Re:[問卦]魷魚遊戲玩彈珠前，1號老人在想什麼,2021/09/24,11:26:55,https://www.ptt.cc/bbs/Gossiping/M.1632482817.A.D47.html,winogu,Gossiping,20,10,1,"以下有雷






















原來的規定是，只要贏得對方的十顆彈珠就可以贏的比賽

那如果A輸給B，然後B也輸給A，這樣子是不是二個人都不用死

因為也沒有說，一定要先贏啊，也沒說贏的人手上一定要有二十顆彈珠

所以彼此互輸的話，應該就可以二個都不用死
"
Re:[問卦]魷魚遊戲在現實世界的可行性?,2021/09/24,11:33:35,https://www.ptt.cc/bbs/Gossiping/M.1632483217.A.300.html,kauosong,Gossiping,6,2,0,"不用看了

現實世界就是一場魷魚遊戲

有錢人制定遊戲規則

用輿論操控你

編織夢想。告訴你照他們的遊戲規則。就可以實現夢想

不就一堆歌 一堆農場文

告訴你怎麼做才能成功嗎？

大家不是都很崇拜這些人嗎？

利用公權力淘汰他們反抗的人

甚至可以作弊 讓有些人保送過關


差別在於只是我們一出生就得玩




"
[問卦]魷魚遊戲如果比圍棋黑嘉嘉會活到最後嗎?,2021/09/24,11:45:32,https://www.ptt.cc/bbs/Gossiping/M.1632483934.A.FF1.html,Tosca,Gossiping,6,0,0,"https://i.ytimg.com/vi/YTyreIY6z_Q/maxresdefault.jpg
黑嘉嘉
台灣國寶
千年一遇
最近有出圍棋教學線上app
不知道有沒有鄉民有買
現在買好像還送黑嘉嘉親筆寫的扇子

如果
魷魚遊戲
比的是 下圍棋
黑嘉嘉
該不會有機會活到最後吧?!
這麼可愛的黑嘉嘉
如果不幸輸了
旁邊的工作人員
真的忍心射殺她嗎?!

大家覺得呢?
"
[問卦]魷魚遊戲過玻璃橋的機率？,2021/09/24,11:54:00,https://www.ptt.cc/bbs/Gossiping/M.1632484442.A.67D.html,soga0806,Gossiping,21,8,6,"總共18片玻璃

劇裡面的人說過關機率是2^18分之一

欸不是這樣算吧

高中機率學沒學好嗎

每片玻璃都該視為「獨立事件」

每次踩踏機率就是1/2

所以總概率是1/2才對吧！

沒錯吧？




Sent from
BePTT
on my iPhone 11
"
